Zestimate,Price,Rent_Zestimate,Bathrooms,Bedrooms,Living_Area,Home_Type,Avg_Income_Per_Capita,Zip,logZestimate,logPrice,logRentzestimate,Price_per_sqft,Total_Housing_Units_By_Zip,Homeowner_Vacancy_Rate_By_Zip,Percent_Occupied_Housing_Lacking_Complete_Plumbing_Facilities,Percent_Occupied_Housing_Lacking_Complete_Kitchen_Facilities,Percent_Occupied_Housing_No_Telephone_Service_Available,Typical_Home_Value_Mar21,Avg_Typical_Home_Value_Over_Past_10yrs,Avg_Yearly_Value_Growth_Rate
658369,630000,3200,3,5,2269,SINGLE_FAMILY,120,Zip_91321,13.39752084,13.3534751,8.070906089,277.6553548,11178,0.2,0.2,2.3,1.2,586859,429346.4793,7.326315034
943997,899000,3500,3,5,2930,SINGLE_FAMILY,120,Zip_91321,13.75787827,13.70903831,8.160518247,306.8259386,11178,0.2,0.2,2.3,1.2,586859,429346.4793,7.326315034
789269,810000,3500,3,4,2284,SINGLE_FAMILY,104,Zip_91342,13.57886248,13.60478953,8.160518247,354.6409807,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
391753,355000,2300,3,2,1078,CONDO,104,Zip_91342,12.87838682,12.77987307,7.740664402,329.3135436,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
1894507,1600000,8000,6,5,5065,SINGLE_FAMILY,120,Zip_91321,14.4544692,14.28551419,8.987196821,315.893386,11178,0.2,0.2,2.3,1.2,586859,429346.4793,7.326315034
652556,651000,2950,2,3,1244,SINGLE_FAMILY,104,Zip_91342,13.38865224,13.38626492,7.989560449,523.3118971,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
573034,565050,3100,3,2,1990,CONDO,104,Zip_91342,13.25870033,13.2446695,8.03915739,283.9447236,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
752918,815000,3500,2,3,1500,SINGLE_FAMILY,120,Zip_91321,13.5317116,13.61094339,8.160518247,543.3333333,11178,0.2,0.2,2.3,1.2,586859,429346.4793,7.326315034
445345,409000,2750,3,3,1423,TOWNHOUSE,104,Zip_91342,13.00660454,12.92147044,7.919356191,287.4209417,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
803185,800000,2053,3,4,1681,SINGLE_FAMILY,104,Zip_91342,13.59634035,13.59236701,7.627057417,475.9071981,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
523249,520000,2995,2,2,1610,CONDO,104,Zip_91342,13.16781273,13.16158409,8.004699511,322.9813665,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
668859,680000,3200,3,4,2126,SINGLE_FAMILY,104,Zip_91342,13.41332855,13.42984808,8.070906089,319.8494826,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
308260,323000,1998,2,2,788,CONDO,104,Zip_91342,12.63869886,12.6854076,7.599901959,409.8984772,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
597424,460000,2750,2,3,1101,SINGLE_FAMILY,104,Zip_91342,13.30038236,13.03898177,7.919356191,417.8019982,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
671008,550000,3145,2,4,1425,SINGLE_FAMILY,104,Zip_91342,13.41653634,13.21767356,8.053569169,385.9649123,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
768701,760000,2950,2,3,1717,SINGLE_FAMILY,120,Zip_91321,13.55245736,13.54107371,7.989560449,442.6324985,11178,0.2,0.2,2.3,1.2,586859,429346.4793,7.326315034
528987,523000,2900,3,3,1530,TOWNHOUSE,104,Zip_91342,13.17871914,13.16733674,7.972466016,341.8300654,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
670231,660000,3200,2,3,1512,SINGLE_FAMILY,104,Zip_91342,13.41537771,13.39999511,8.070906089,436.5079365,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
521506,515000,2900,3,3,1500,TOWNHOUSE,104,Zip_91342,13.16447606,13.15192218,7.972466016,343.3333333,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
678656,670000,3100,3,5,2204,SINGLE_FAMILY,104,Zip_91342,13.42786965,13.41503299,8.03915739,303.9927405,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
552041,545000,3100,3,3,1660,TOWNHOUSE,104,Zip_91342,13.2213776,13.20854107,8.03915739,328.313253,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
552197,545000,3200,3,3,1950,CONDO,104,Zip_91342,13.22166015,13.20854107,8.070906089,279.4871795,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
339424,335000,2700,3,3,1266,CONDO,104,Zip_91342,12.73500534,12.72188581,7.901007052,264.6129542,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
1165517,1150000,3500,4,5,3152,SINGLE_FAMILY,104,Zip_91342,13.96867532,13.9552725,8.160518247,364.8477157,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
363437,355000,2400,3,2,1159,TOWNHOUSE,104,Zip_91342,12.80336125,12.77987307,7.783224016,306.2985332,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
436295,430000,2700,3,3,1410,CONDO,104,Zip_91342,12.9860739,12.97154049,7.901007052,304.964539,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
335941,331000,2100,2,2,865,TOWNHOUSE,104,Zip_91342,12.72469083,12.70987365,7.649692624,382.6589595,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
477151,470000,2750,3,3,1466,TOWNHOUSE,104,Zip_91342,13.07558828,13.06048797,7.919356191,320.6002729,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
432604,426000,2695,3,3,1355,CONDO,104,Zip_91342,12.97757804,12.96219463,7.899153483,314.3911439,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
991236,975000,4000,3,4,2272,SINGLE_FAMILY,120,Zip_91321,13.80670793,13.79019275,8.29404964,429.1373239,11178,0.2,0.2,2.3,1.2,586859,429346.4793,7.326315034
546096,537000,3045,3,3,1660,CONDO,104,Zip_91342,13.21055006,13.19375337,8.02125618,323.4939759,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
349007,343000,2095,1.5,2,913,APARTMENT,120,Zip_91321,12.76284726,12.74548573,7.647308832,375.6845564,11178,0.2,0.2,2.3,1.2,586859,429346.4793,7.326315034
661572,650000,2950,2,4,1706,SINGLE_FAMILY,104,Zip_91342,13.4023741,13.38472764,7.989560449,381.0082063,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
616642,605000,2400,2,2,880,SINGLE_FAMILY,104,Zip_91342,13.33204391,13.31298374,7.783224016,687.5,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
857212,921100,4000,3,4,2448,SINGLE_FAMILY,120,Zip_91344,13.66144054,13.73332389,8.29404964,376.2663399,17834,1.5,0.2,0.5,0.8,790877,568692.2727,7.081259099
825934,700000,3435,3,3,2006,SINGLE_FAMILY,104,Zip_91342,13.62427015,13.45883561,8.141772205,348.9531406,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
578761,560000,2900,2,3,1148,SINGLE_FAMILY,104,Zip_91342,13.26864489,13.23569206,7.972466016,487.804878,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
629242,772500,3400,1,3,1045,SINGLE_FAMILY,104,Zip_91342,13.3522712,13.55738729,8.131530711,739.2344498,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
617624,772500,3200,2,3,1449,SINGLE_FAMILY,104,Zip_91342,13.33363514,13.55738729,8.070906089,533.126294,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
505724,500000,2800,2,4,1506,CONDO,104,Zip_91342,13.13374634,13.12236338,7.937374696,332.0053121,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
423544,433000,2700,3,3,1246,TOWNHOUSE,104,Zip_91342,12.95641268,12.97849301,7.901007052,347.5120385,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
712614,755000,3125,2,4,1554,SINGLE_FAMILY,104,Zip_91342,13.47669518,13.53447303,8.047189562,485.8429858,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
726315,760000,3100,2,3,1622,SINGLE_FAMILY,104,Zip_91342,13.49573908,13.54107371,8.03915739,468.5573366,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
701141,750000,3100,2,3,1596,SINGLE_FAMILY,104,Zip_91342,13.46046429,13.52782849,8.03915739,469.924812,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
882787,950000,3800,2,3,2062,SINGLE_FAMILY,120,Zip_91344,13.69083923,13.76421726,8.242756346,460.7177498,17834,1.5,0.2,0.5,0.8,790877,568692.2727,7.081259099
275424,271500,1950,2,2,789,CONDO,104,Zip_91342,12.52606701,12.51171742,7.575584652,344.1064639,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
1135412,1225000,4200,3,4,2669,SINGLE_FAMILY,120,Zip_91344,13.94250614,14.0184514,8.342839804,458.9733983,17834,1.5,0.2,0.5,0.8,790877,568692.2727,7.081259099
887542,970000,3800,3,4,2288,SINGLE_FAMILY,120,Zip_91344,13.69621112,13.78505135,8.242756346,423.951049,17834,1.5,0.2,0.5,0.8,790877,568692.2727,7.081259099
622268,620000,2795,2,3,1102,SINGLE_FAMILY,104,Zip_91340,13.34112615,13.33747476,7.935587386,562.6134301,9383,1.2,0.5,1.6,1.1,585688,397171.6612,9.23271786
622669,620000,3100,2,4,1242,SINGLE_FAMILY,104,Zip_91342,13.34177036,13.33747476,8.03915739,499.194847,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
312592,330000,2100,1,3,860,CONDO,104,Zip_91342,12.6526541,12.70684793,7.649692624,383.7209302,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
566566,575000,1995,4,4,1749,TOWNHOUSE,104,Zip_91342,13.24734886,13.26212532,7.598399329,328.759291,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
401117,410000,2995,3,3,1150,TOWNHOUSE,104,Zip_91342,12.90200843,12.92391244,8.004699511,356.5217391,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
602945,485000,2918,2,4,1122,SINGLE_FAMILY,104,Zip_91342,13.30958126,13.09190417,7.978653729,432.2638146,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
400640,396700,2300,2,2,1005,CONDO,104,Zip_91342,12.90081855,12.89093561,7.740664402,394.7263682,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
636802,630000,2995,2,4,1197,SINGLE_FAMILY,104,Zip_91342,13.36421405,13.3534751,8.004699511,526.3157895,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
718677,711000,3100,2,4,1554,SINGLE_FAMILY,104,Zip_91342,13.4851673,13.47442771,8.03915739,457.5289575,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
535550,530000,2950,3,3,1616,CONDO,104,Zip_91342,13.19104954,13.18063229,7.989560449,327.970297,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
429054,425000,2590,2,3,1239,TOWNHOUSE,104,Zip_91340,12.96933806,12.95984445,7.859413155,343.0185634,9383,1.2,0.5,1.6,1.1,585688,397171.6612,9.23271786
442037,440000,2750,3,3,1385,TOWNHOUSE,104,Zip_91340,12.99914887,12.99453001,7.919356191,317.6895307,9383,1.2,0.5,1.6,1.1,585688,397171.6612,9.23271786
602971,600000,2900,1,3,1169,SINGLE_FAMILY,104,Zip_91342,13.30962438,13.30468493,7.972466016,513.2591959,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
272059,292000,1895,1,1,685,CONDO,104,Zip_91342,12.51377423,12.58450908,7.546974118,426.2773723,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
925378,930000,3900,3,3,2348,SINGLE_FAMILY,120,Zip_91344,13.73795758,13.74293987,8.268731832,396.0817717,17834,1.5,0.2,0.5,0.8,790877,568692.2727,7.081259099
426472,415000,2600,2,3,1291,TOWNHOUSE,104,Zip_91342,12.96330199,12.9360338,7.863266724,321.4562355,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
1026415,1125000,4500,4,4,3204,SINGLE_FAMILY,120,Zip_91344,13.84158271,13.93329359,8.411832676,351.1235955,17834,1.5,0.2,0.5,0.8,790877,568692.2727,7.081259099
951741,1100000,3950,3,4,2591,SINGLE_FAMILY,120,Zip_91344,13.76604822,13.91082074,8.281470858,424.5465071,17834,1.5,0.2,0.5,0.8,790877,568692.2727,7.081259099
556332,556000,2950,2,3,1175,SINGLE_FAMILY,104,Zip_91342,13.22912052,13.22852357,7.989560449,473.1914894,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
649030,645000,3000,2,4,1484,SINGLE_FAMILY,104,Zip_91340,13.38323422,13.3770056,8.006367568,434.6361186,9383,1.2,0.5,1.6,1.1,585688,397171.6612,9.23271786
739969,750000,3200,3,3,1534,SINGLE_FAMILY,104,Zip_91342,13.51436357,13.52782849,8.070906089,488.9178618,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
780636,755000,3500,3,4,2472,SINGLE_FAMILY,104,Zip_91342,13.56786425,13.53447303,8.160518247,305.420712,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
1524558,1519000,7000,4,5,4341,SINGLE_FAMILY,120,Zip_91344,14.23721509,14.23356278,8.853665428,349.9193734,17834,1.5,0.2,0.5,0.8,790877,568692.2727,7.081259099
671448,669000,3100,4,5,1955,SINGLE_FAMILY,100,Zip_91331,13.41719185,13.41353934,8.03915739,342.1994885,24170,0.5,0.8,1.7,1.3,592473,403322.405,9.211586621
576161,595000,2800,2,3,1134,SINGLE_FAMILY,104,Zip_91340,13.26414241,13.29631668,7.937374696,524.691358,9383,1.2,0.5,1.6,1.1,585688,397171.6612,9.23271786
1027732,1050000,3700,3,5,2680,SINGLE_FAMILY,120,Zip_91344,13.84286499,13.86430072,8.216088099,391.7910448,17834,1.5,0.2,0.5,0.8,790877,568692.2727,7.081259099
567796,568000,2650,2,2,1058,SINGLE_FAMILY,104,Zip_91340,13.24951748,13.2498767,7.882314919,536.8620038,9383,1.2,0.5,1.6,1.1,585688,397171.6612,9.23271786
653851,650000,3100,2,3,1358,SINGLE_FAMILY,104,Zip_91342,13.39063478,13.38472764,8.03915739,478.6450663,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
427655,425000,2500,1,2,729,SINGLE_FAMILY,104,Zip_91340,12.96607207,12.95984445,7.824046011,582.9903978,9383,1.2,0.5,1.6,1.1,585688,397171.6612,9.23271786
727058,693000,2800,1,2,1434,SINGLE_FAMILY,104,Zip_91342,13.49676153,13.44878528,7.937374696,483.2635983,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
745637,695000,3100,2,3,1678,SINGLE_FAMILY,118,Zip_91345,13.52199417,13.45166712,8.03915739,414.1835518,5543,1.1,0.2,1.4,0.5,658263,460650.6942,8.134380338
663348,635000,3001,2,3,1324,SINGLE_FAMILY,118,Zip_91345,13.40505502,13.36138028,8.006700845,479.6072508,5543,1.1,0.2,1.4,0.5,658263,460650.6942,8.134380338
548146,575000,2600,1,2,833,SINGLE_FAMILY,100,Zip_91331,13.21429695,13.26212532,7.863266724,690.2761104,24170,0.5,0.8,1.7,1.3,592473,403322.405,9.211586621
563626,549950,2950,3,3,1287,SINGLE_FAMILY,100,Zip_91331,13.24214619,13.21758264,7.989560449,427.3115773,24170,0.5,0.8,1.7,1.3,592473,403322.405,9.211586621
418121,415000,2750,3,3,1305,CONDO,100,Zip_91331,12.94352614,12.9360338,7.919356191,318.0076628,24170,0.5,0.8,1.7,1.3,592473,403322.405,9.211586621
610911,610000,2550,2,2,1196,SINGLE_FAMILY,104,Zip_91342,13.32270656,13.32121424,7.843848638,510.0334448,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
392351,405000,2450,2,3,1152,TOWNHOUSE,100,Zip_91331,12.87991213,12.91164235,7.803843304,351.5625,24170,0.5,0.8,1.7,1.3,592473,403322.405,9.211586621
592654,640000,2800,2,3,1132,SINGLE_FAMILY,104,Zip_91342,13.29236603,13.36922346,7.937374696,565.3710247,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
426015,425000,2750,3,3,1375,CONDO,104,Zip_91342,12.96222984,12.95984445,7.919356191,309.0909091,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
603487,650000,2795,3,3,1087,SINGLE_FAMILY,100,Zip_91331,13.31047978,13.38472764,7.935587386,597.976081,24170,0.5,0.8,1.7,1.3,592473,403322.405,9.211586621
733228,750000,3100,2,3,1704,SINGLE_FAMILY,118,Zip_91345,13.50521198,13.52782849,8.03915739,440.1408451,5543,1.1,0.2,1.4,0.5,658263,460650.6942,8.134380338
386408,385000,2400,3,2,1029,TOWNHOUSE,104,Zip_91342,12.86464909,12.86099861,7.783224016,374.1496599,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
311134,310000,1950,1,2,792,CONDO,100,Zip_91331,12.64797897,12.64432758,7.575584652,391.4141414,24170,0.5,0.8,1.7,1.3,592473,403322.405,9.211586621
456664,455000,2945,3,4,1732,SINGLE_FAMILY,100,Zip_91331,13.03170317,13.0280527,7.987864096,262.7020785,24170,0.5,0.8,1.7,1.3,592473,403322.405,9.211586621
1141617,1130000,4000,3,5,2826,SINGLE_FAMILY,155,Zip_91352,13.94795624,13.93772819,8.29404964,399.8584572,13150,0.9,0.4,1,1.5,685844,462164.5537,9.169341253
802659,821000,3500,4,3,2446,SINGLE_FAMILY,118,Zip_91345,13.59568525,13.61827839,8.160518247,335.6500409,5543,1.1,0.2,1.4,0.5,658263,460650.6942,8.134380338
543569,571000,2815,3,4,1575,SINGLE_FAMILY,100,Zip_91331,13.20591193,13.25514449,7.942717541,362.5396825,24170,0.5,0.8,1.7,1.3,592473,403322.405,9.211586621
1054181,1050000,4500,3,4,3346,SINGLE_FAMILY,155,Zip_91352,13.86827472,13.86430072,8.411832676,313.8075314,13150,0.9,0.4,1,1.5,685844,462164.5537,9.169341253
346373,345000,2265,2,2,1061,TOWNHOUSE,100,Zip_91331,12.75527151,12.7512997,7.725330038,325.1649387,24170,0.5,0.8,1.7,1.3,592473,403322.405,9.211586621
381513,380000,2300,2,2,1031,TOWNHOUSE,104,Zip_91342,12.85190021,12.84792653,7.740664402,368.5741998,26666,0.4,0.4,1.1,1,638262,446098.1653,8.152007256
386657,385000,2100,1,2,965,TOWNHOUSE,107,Zip_91343,12.86529327,12.86099861,7.649692624,398.9637306,18649,1.2,0.4,0.7,1,727520,504389.0248,8.174097586
396700,395000,2300,3,2,1020,TOWNHOUSE,107,Zip_91343,12.89093561,12.88664104,7.740664402,387.254902,18649,1.2,0.4,0.7,1,727520,504389.0248,8.174097586
791164,835000,3590,2,3,2590,SINGLE_FAMILY,118,Zip_91345,13.58126056,13.635187,8.185907481,322.3938224,5543,1.1,0.2,1.4,0.5,658263,460650.6942,8.134380338
700073,730000,3100,2,4,1666,SINGLE_FAMILY,100,Zip_91331,13.45893989,13.50079981,8.03915739,438.1752701,24170,0.5,0.8,1.7,1.3,592473,403322.405,9.211586621
819334,795000,3400,6,7,2145,SINGLE_FAMILY,103,Zip_91402,13.61624709,13.58609739,8.131530711,370.6293706,20459,0.7,0.8,2,2.5,580282,397954.9835,9.28000391
785343,770000,3300,2,3,1460,SINGLE_FAMILY,155,Zip_91352,13.57387584,13.55414579,8.101677747,527.3972603,13150,0.9,0.4,1,1.5,685844,462164.5537,9.169341253
721075,720000,2995,2,3,1308,SINGLE_FAMILY,155,Zip_91352,13.48849843,13.48700649,8.004699511,550.4587156,13150,0.9,0.4,1,1.5,685844,462164.5537,9.169341253
565843,565000,2550,1,2,748,SINGLE_FAMILY,155,Zip_91352,13.24607193,13.24458101,7.843848638,755.3475936,13150,0.9,0.4,1,1.5,685844,462164.5537,9.169341253
602382,575000,2700,1,3,1040,SINGLE_FAMILY,103,Zip_91402,13.30864707,13.26212532,7.901007052,552.8846154,20459,0.7,0.8,2,2.5,580282,397954.9835,9.28000391
390698,390000,2450,2,3,927,TOWNHOUSE,155,Zip_91352,12.87569016,12.87390202,7.803843304,420.7119741,13150,0.9,0.4,1,1.5,685844,462164.5537,9.169341253
563347,600000,2700,1,2,806,SINGLE_FAMILY,103,Zip_91402,13.24165106,13.30468493,7.901007052,744.4168734,20459,0.7,0.8,2,2.5,580282,397954.9835,9.28000391
762781,760000,3250,3,4,1625,SINGLE_FAMILY,127,Zip_91605,13.54472624,13.54107371,8.086410275,467.6923077,17060,0.7,0.3,1,2,711538,478243.0744,9.42852712
541975,540000,2650,2,3,864,SINGLE_FAMILY,155,Zip_91352,13.20297515,13.19932442,7.882314919,625,13150,0.9,0.4,1,1.5,685844,462164.5537,9.169341253
635355,610000,3125,2,4,1577,SINGLE_FAMILY,100,Zip_91331,13.36193918,13.32121424,8.047189562,386.8103995,24170,0.5,0.8,1.7,1.3,592473,403322.405,9.211586621
254610,265000,1800,1,1,669,CONDO,103,Zip_91402,12.44748824,12.4874851,7.495541944,396.1136024,20459,0.7,0.8,2,2.5,580282,397954.9835,9.28000391
562773,560000,2900,1,2,1176,SINGLE_FAMILY,155,Zip_91352,13.24063163,13.23569206,7.972466016,476.1904762,13150,0.9,0.4,1,1.5,685844,462164.5537,9.169341253
472375,510000,2650,2,3,1150,SINGLE_FAMILY,100,Zip_91331,13.06552844,13.142166,7.882314919,443.4782609,24170,0.5,0.8,1.7,1.3,592473,403322.405,9.211586621
749414,745000,3000,2,3,1392,SINGLE_FAMILY,100,Zip_91331,13.52704685,13.5211395,8.006367568,535.2011494,24170,0.5,0.8,1.7,1.3,592473,403322.405,9.211586621
382251,380000,2400,2,2,1127,CONDO,103,Zip_91402,12.85383274,12.84792653,7.783224016,337.1783496,20459,0.7,0.8,2,2.5,580282,397954.9835,9.28000391
673969,670000,3125,3,4,2000,SINGLE_FAMILY,100,Zip_91331,13.42093939,13.41503299,8.047189562,335,24170,0.5,0.8,1.7,1.3,592473,403322.405,9.211586621
450488,690000,3000,2,3,1350,SINGLE_FAMILY,100,Zip_91331,13.01808672,13.44444688,8.006367568,511.1111111,24170,0.5,0.8,1.7,1.3,592473,403322.405,9.211586621
744624,740000,3100,2,3,2180,SINGLE_FAMILY,100,Zip_91331,13.52063467,13.51440547,8.03915739,339.4495413,24170,0.5,0.8,1.7,1.3,592473,403322.405,9.211586621
774247,820000,3600,3,4,2048,SINGLE_FAMILY,103,Zip_91402,13.55964622,13.61705962,8.188689124,400.390625,20459,0.7,0.8,2,2.5,580282,397954.9835,9.28000391
493062,490000,2850,3,4,1559,TOWNHOUSE,100,Zip_91331,13.10839021,13.10216067,7.955074273,314.3040411,24170,0.5,0.8,1.7,1.3,592473,403322.405,9.211586621
429178,400000,2600,2,3,1420,TOWNHOUSE,100,Zip_91331,12.96962703,12.89921983,7.863266724,281.6901408,24170,0.5,0.8,1.7,1.3,592473,403322.405,9.211586621
563681,560000,2800,1,3,1026,SINGLE_FAMILY,127,Zip_91605,13.24224377,13.23569206,7.937374696,545.8089669,17060,0.7,0.3,1,2,711538,478243.0744,9.42852712
901132,1055000,3550,2,4,2239,SINGLE_FAMILY,117,Zip_91040,13.71140703,13.86905132,8.174702882,471.1924967,7709,1,0.5,0.5,1.2,765960,532524.8843,8.305474276
578966,575000,3000,3,3,1550,TOWNHOUSE,155,Zip_91352,13.26899903,13.26212532,8.006367568,370.9677419,13150,0.9,0.4,1,1.5,685844,462164.5537,9.169341253
840759,835000,2700,2,3,1896,SINGLE_FAMILY,155,Zip_91352,13.64206033,13.635187,7.901007052,440.4008439,13150,0.9,0.4,1,1.5,685844,462164.5537,9.169341253
664552,660000,3000,2,3,1296,SINGLE_FAMILY,100,Zip_91331,13.40686841,13.39999511,8.006367568,509.2592593,24170,0.5,0.8,1.7,1.3,592473,403322.405,9.211586621
654483,650000,3100,3,7,1789,SINGLE_FAMILY,100,Zip_91331,13.39160089,13.38472764,8.03915739,363.3314701,24170,0.5,0.8,1.7,1.3,592473,403322.405,9.211586621
596754,590000,3000,2,4,1569,SINGLE_FAMILY,100,Zip_91331,13.29926025,13.28787782,8.006367568,376.0356915,24170,0.5,0.8,1.7,1.3,592473,403322.405,9.211586621
638507,680000,3000,3,5,1808,SINGLE_FAMILY,100,Zip_91331,13.36688792,13.42984808,8.006367568,376.1061947,24170,0.5,0.8,1.7,1.3,592473,403322.405,9.211586621
739754,740000,3200,3,3,1577,TOWNHOUSE,123,Zip_91504,13.51407298,13.51440547,8.070906089,469.2454027,9816,0,0.1,2,2.3,970148,704200.6529,7.159467849
556503,710000,3200,2,3,1389,SINGLE_FAMILY,155,Zip_91352,13.22942784,13.47302025,8.070906089,511.1591073,13150,0.9,0.4,1,1.5,685844,462164.5537,9.169341253
804520,792000,3475,3,4,1781,SINGLE_FAMILY,108,Zip_91606,13.59800111,13.58231667,8.153349758,444.6939921,16242,1.3,0.7,1.3,1.6,781746,529021.7438,9.305842206
939612,851000,3950,3,3,2083,SINGLE_FAMILY,108,Zip_91606,13.7532223,13.65416741,8.281470858,408.5453673,16242,1.3,0.7,1.3,1.6,781746,529021.7438,9.305842206
740220,740000,3000,3,5,2000,SINGLE_FAMILY,155,Zip_91352,13.51470272,13.51440547,8.006367568,370,13150,0.9,0.4,1,1.5,685844,462164.5537,9.169341253
1052195,1050000,3300,1,2,1084,SINGLE_FAMILY,123,Zip_91504,13.86638902,13.86430072,8.101677747,968.6346863,9816,0,0.1,2,2.3,970148,704200.6529,7.159467849
826749,800000,3695,2,3,1469,SINGLE_FAMILY,112,Zip_91506,13.62525642,13.59236701,8.214735833,544.5881552,7925,0.8,0.4,1.1,2.2,996074,705749.0661,7.642039047
807799,738000,3600,2,3,1622,SINGLE_FAMILY,127,Zip_91605,13.60206854,13.5116991,8.188689124,454.9938348,17060,0.7,0.3,1,2,711538,478243.0744,9.42852712
540806,540000,2399,2,2,1010,CONDO,108,Zip_91606,13.2008159,13.19932442,7.782807263,534.6534653,16242,1.3,0.7,1.3,1.6,781746,529021.7438,9.305842206
797247,765000,3200,1,3,1336,SINGLE_FAMILY,108,Zip_91606,13.58891982,13.54763111,8.070906089,572.6047904,16242,1.3,0.7,1.3,1.6,781746,529021.7438,9.305842206
1021891,990000,3800,2,3,1696,SINGLE_FAMILY,112,Zip_91506,13.83716539,13.80546022,8.242756346,583.7264151,7925,0.8,0.4,1.1,2.2,996074,705749.0661,7.642039047
828086,797395,3300,2,3,1426,SINGLE_FAMILY,108,Zip_91606,13.62687229,13.58910544,8.101677747,559.1830295,16242,1.3,0.7,1.3,1.6,781746,529021.7438,9.305842206
721505,720000,2900,1,2,1000,SINGLE_FAMILY,108,Zip_91606,13.48909459,13.48700649,7.972466016,720,16242,1.3,0.7,1.3,1.6,781746,529021.7438,9.305842206
871819,870000,2850,1,2,930,SINGLE_FAMILY,112,Zip_91506,13.67833711,13.67624849,7.955074273,935.483871,7925,0.8,0.4,1.1,2.2,996074,705749.0661,7.642039047
786876,785000,3150,2,3,1162,SINGLE_FAMILY,108,Zip_91606,13.57582595,13.573439,8.055157732,675.5593804,16242,1.3,0.7,1.3,1.6,781746,529021.7438,9.305842206
872079,870000,3500,2,4,1715,SINGLE_FAMILY,127,Zip_91605,13.6786353,13.67624849,8.160518247,507.2886297,17060,0.7,0.3,1,2,711538,478243.0744,9.42852712
753797,752000,3200,2,4,1386,SINGLE_FAMILY,108,Zip_91606,13.53287838,13.5304916,8.070906089,542.5685426,16242,1.3,0.7,1.3,1.6,781746,529021.7438,9.305842206
316755,316000,2050,2,2,809,CONDO,127,Zip_91605,12.66588388,12.66349749,7.625595072,390.605686,17060,0.7,0.3,1,2,711538,478243.0744,9.42852712
