Zestimate,Price,Rent_Zestimate,Bathrooms,Bedrooms,Living_Area,Home_Type,Avg_Income_Per_Capita,Zip,logZestimate,logprice,logrentzestimate,$/sqft
1141617,1130000,4000,3,5,2826,SINGLE_FAMILY,155,Zip_91352,13.94795624,13.93772819,8.29404964,399.8584572
802659,821000,3500,4,3,2446,SINGLE_FAMILY,118,Zip_91345,13.59568525,13.61827839,8.160518247,335.6500409
543569,571000,2815,3,4,1575,SINGLE_FAMILY,100,Zip_91331,13.20591193,13.25514449,7.942717541,362.5396825
1054181,1050000,4500,3,4,3346,SINGLE_FAMILY,155,Zip_91352,13.86827472,13.86430072,8.411832676,313.8075314
346373,345000,2265,2,2,1061,TOWNHOUSE,100,Zip_91331,12.75527151,12.7512997,7.725330038,325.1649387
381513,380000,2300,2,2,1031,TOWNHOUSE,104,Zip_91342,12.85190021,12.84792653,7.740664402,368.5741998
386657,385000,2100,1,2,965,TOWNHOUSE,107,Zip_91343,12.86529327,12.86099861,7.649692624,398.9637306
396700,395000,2300,3,2,1020,TOWNHOUSE,107,Zip_91343,12.89093561,12.88664104,7.740664402,387.254902
791164,835000,3590,2,3,2590,SINGLE_FAMILY,118,Zip_91345,13.58126056,13.635187,8.185907481,322.3938224
700073,730000,3100,2,4,1666,SINGLE_FAMILY,100,Zip_91331,13.45893989,13.50079981,8.03915739,438.1752701
819334,795000,3400,6,7,2145,SINGLE_FAMILY,103,Zip_91402,13.61624709,13.58609739,8.131530711,370.6293706
785343,770000,3300,2,3,1460,SINGLE_FAMILY,155,Zip_91352,13.57387584,13.55414579,8.101677747,527.3972603
721075,720000,2995,2,3,1308,SINGLE_FAMILY,155,Zip_91352,13.48849843,13.48700649,8.004699511,550.4587156
565843,565000,2550,1,2,748,SINGLE_FAMILY,155,Zip_91352,13.24607193,13.24458101,7.843848638,755.3475936
602382,575000,2700,1,3,1040,SINGLE_FAMILY,103,Zip_91402,13.30864707,13.26212532,7.901007052,552.8846154
390698,390000,2450,2,3,927,TOWNHOUSE,155,Zip_91352,12.87569016,12.87390202,7.803843304,420.7119741
563347,600000,2700,1,2,806,SINGLE_FAMILY,103,Zip_91402,13.24165106,13.30468493,7.901007052,744.4168734
762781,760000,3250,3,4,1625,SINGLE_FAMILY,127,Zip_91605,13.54472624,13.54107371,8.086410275,467.6923077
541975,540000,2650,2,3,864,SINGLE_FAMILY,155,Zip_91352,13.20297515,13.19932442,7.882314919,625
635355,610000,3125,2,4,1577,SINGLE_FAMILY,100,Zip_91331,13.36193918,13.32121424,8.047189562,386.8103995
254610,265000,1800,1,1,669,CONDO,103,Zip_91402,12.44748824,12.4874851,7.495541944,396.1136024
562773,560000,2900,1,2,1176,SINGLE_FAMILY,155,Zip_91352,13.24063163,13.23569206,7.972466016,476.1904762
472375,510000,2650,2,3,1150,SINGLE_FAMILY,100,Zip_91331,13.06552844,13.142166,7.882314919,443.4782609
749414,745000,3000,2,3,1392,SINGLE_FAMILY,100,Zip_91331,13.52704685,13.5211395,8.006367568,535.2011494
382251,380000,2400,2,2,1127,CONDO,103,Zip_91402,12.85383274,12.84792653,7.783224016,337.1783496
673969,670000,3125,3,4,2000,SINGLE_FAMILY,100,Zip_91331,13.42093939,13.41503299,8.047189562,335
450488,690000,3000,2,3,1350,SINGLE_FAMILY,100,Zip_91331,13.01808672,13.44444688,8.006367568,511.1111111
744624,740000,3100,2,3,2180,SINGLE_FAMILY,100,Zip_91331,13.52063467,13.51440547,8.03915739,339.4495413
774247,820000,3600,3,4,2048,SINGLE_FAMILY,103,Zip_91402,13.55964622,13.61705962,8.188689124,400.390625
493062,490000,2850,3,4,1559,TOWNHOUSE,100,Zip_91331,13.10839021,13.10216067,7.955074273,314.3040411
429178,400000,2600,2,3,1420,TOWNHOUSE,100,Zip_91331,12.96962703,12.89921983,7.863266724,281.6901408
563681,560000,2800,1,3,1026,SINGLE_FAMILY,127,Zip_91605,13.24224377,13.23569206,7.937374696,545.8089669
901132,1055000,3550,2,4,2239,SINGLE_FAMILY,117,Zip_91040,13.71140703,13.86905132,8.174702882,471.1924967
578966,575000,3000,3,3,1550,TOWNHOUSE,155,Zip_91352,13.26899903,13.26212532,8.006367568,370.9677419
840759,835000,2700,2,3,1896,SINGLE_FAMILY,155,Zip_91352,13.64206033,13.635187,7.901007052,440.4008439
664552,660000,3000,2,3,1296,SINGLE_FAMILY,100,Zip_91331,13.40686841,13.39999511,8.006367568,509.2592593
654483,650000,3100,3,7,1789,SINGLE_FAMILY,100,Zip_91331,13.39160089,13.38472764,8.03915739,363.3314701
596754,590000,3000,2,4,1569,SINGLE_FAMILY,100,Zip_91331,13.29926025,13.28787782,8.006367568,376.0356915
638507,680000,3000,3,5,1808,SINGLE_FAMILY,100,Zip_91331,13.36688792,13.42984808,8.006367568,376.1061947
739754,740000,3200,3,3,1577,TOWNHOUSE,123,Zip_91504,13.51407298,13.51440547,8.070906089,469.2454027
556503,710000,3200,2,3,1389,SINGLE_FAMILY,155,Zip_91352,13.22942784,13.47302025,8.070906089,511.1591073
804520,792000,3475,3,4,1781,SINGLE_FAMILY,108,Zip_91606,13.59800111,13.58231667,8.153349758,444.6939921
939612,851000,3950,3,3,2083,SINGLE_FAMILY,108,Zip_91606,13.7532223,13.65416741,8.281470858,408.5453673
740220,740000,3000,3,5,2000,SINGLE_FAMILY,155,Zip_91352,13.51470272,13.51440547,8.006367568,370
1052195,1050000,3300,1,2,1084,SINGLE_FAMILY,123,Zip_91504,13.86638902,13.86430072,8.101677747,968.6346863
826749,800000,3695,2,3,1469,SINGLE_FAMILY,112,Zip_91506,13.62525642,13.59236701,8.214735833,544.5881552
807799,738000,3600,2,3,1622,SINGLE_FAMILY,127,Zip_91605,13.60206854,13.5116991,8.188689124,454.9938348
540806,540000,2399,2,2,1010,CONDO,108,Zip_91606,13.2008159,13.19932442,7.782807263,534.6534653
797247,765000,3200,1,3,1336,SINGLE_FAMILY,108,Zip_91606,13.58891982,13.54763111,8.070906089,572.6047904
1021891,990000,3800,2,3,1696,SINGLE_FAMILY,112,Zip_91506,13.83716539,13.80546022,8.242756346,583.7264151
828086,797395,3300,2,3,1426,SINGLE_FAMILY,108,Zip_91606,13.62687229,13.58910544,8.101677747,559.1830295
721505,720000,2900,1,2,1000,SINGLE_FAMILY,108,Zip_91606,13.48909459,13.48700649,7.972466016,720
871819,870000,2850,1,2,930,SINGLE_FAMILY,112,Zip_91506,13.67833711,13.67624849,7.955074273,935.483871
786876,785000,3150,2,3,1162,SINGLE_FAMILY,108,Zip_91606,13.57582595,13.573439,8.055157732,675.5593804
872079,870000,3500,2,4,1715,SINGLE_FAMILY,127,Zip_91605,13.6786353,13.67624849,8.160518247,507.2886297
753797,752000,3200,2,4,1386,SINGLE_FAMILY,108,Zip_91606,13.53287838,13.5304916,8.070906089,542.5685426
316755,316000,2050,2,2,809,CONDO,127,Zip_91605,12.66588388,12.66349749,7.625595072,390.605686
783796,735000,3145,2,3,1275,SINGLE_FAMILY,124,Zip_91401,13.57190406,13.50762578,8.053569169,576.4705882
701882,700000,3250,1,2,1169,SINGLE_FAMILY,123,Zip_91504,13.46152058,13.45883561,8.086410275,598.8023952
1200554,1400000,3250,4,4,2167,SINGLE_FAMILY,112,Zip_91506,13.99829367,14.15198279,8.086410275,646.0544532
809998,775000,3300,2,3,1336,SINGLE_FAMILY,108,Zip_91606,13.60478706,13.56061831,8.101677747,580.0898204
901780,780000,3450,2,3,1596,SINGLE_FAMILY,108,Zip_91606,13.71212587,13.5670492,8.14612951,488.7218045
441610,440000,2395,2,2,920,CONDO,127,Zip_91605,12.99818242,12.99453001,7.78113851,478.2608696
675680,673000,2800,1,2,837,SINGLE_FAMILY,123,Zip_91504,13.42347487,13.41950061,7.937374696,804.0621266
828285,825000,3900,3,4,1976,SINGLE_FAMILY,127,Zip_91605,13.62711258,13.62313867,8.268731832,417.5101215
816237,813000,3000,1,2,1235,SINGLE_FAMILY,124,Zip_91401,13.61246003,13.60848639,8.006367568,658.2995951
1140894,1250000,3950,2,3,1993,SINGLE_FAMILY,123,Zip_91504,13.94732272,14.03865411,8.281470858,627.1951831
3085246,3139000,6700,5,5,3657,SINGLE_FAMILY,150,Zip_91604,14.94214195,14.95941484,8.809862805,858.3538419
1112886,1100000,4500,4,3,2038,SINGLE_FAMILY,141,Zip_91602,13.9224672,13.91082074,8.411832676,539.7448479
691140,680000,3500,3,2,1503,TOWNHOUSE,150,Zip_91604,13.44609769,13.42984808,8.160518247,452.4284764
1048669,1185000,3875,2,3,1647,SINGLE_FAMILY,135,Zip_91505,13.8630323,13.98525333,8.262300942,719.4899818
1424976,1425000,4004,2,3,1768,SINGLE_FAMILY,141,Zip_91602,14.16966553,14.16968237,8.29504914,805.9954751
838315,990000,3499,2,3,1249,SINGLE_FAMILY,135,Zip_91505,13.6391492,13.80546022,8.160232492,792.6341073
748946,720500,2850,1,2,1022,SINGLE_FAMILY,135,Zip_91505,13.52642216,13.48770069,7.955074273,704.9902153
1047263,985000,3975,2,4,1828,SINGLE_FAMILY,112,Zip_91506,13.86169065,13.80039692,8.287780027,538.8402626
869793,845000,3700,3,3,1796,TOWNHOUSE,150,Zip_91604,13.67601053,13.64709191,8.216088099,470.4899777
1024994,1352000,3500,2,3,1603,SINGLE_FAMILY,135,Zip_91505,13.84019732,14.11709554,8.160518247,843.4185901
708745,699000,3600,3,2,1503,CONDO,150,Zip_91604,13.47125108,13.45740602,8.188689124,465.0698603
980714,1005000,4132,3,3,1620,CONDO,150,Zip_91604,13.79603616,13.8204981,8.32651683,620.3703704
1061161,1083000,3790,2,2,1582,SINGLE_FAMILY,112,Zip_91506,13.87487415,13.89524553,8.240121298,684.5764855
1270379,1270000,4000,2,3,2163,SINGLE_FAMILY,142,Zip_91607,14.05482584,14.05452746,8.29404964,587.1474804
557523,510000,2750,1,2,1042,CONDO,141,Zip_91602,13.23125904,13.142166,7.919356191,489.4433781
764181,750000,3200,3,2,1360,CONDO,141,Zip_91602,13.54655995,13.52782849,8.070906089,551.4705882
1276523,1275000,3550,3,3,2200,SINGLE_FAMILY,116,Zip_91601,14.05965053,14.05845674,8.174702882,579.5454545
859872,810000,3500,2,2,1487,TOWNHOUSE,141,Zip_91602,13.66453882,13.60478953,8.160518247,544.7209146
976456,975000,3400,1,2,1196,SINGLE_FAMILY,116,Zip_91601,13.79168497,13.79019275,8.131530711,815.2173913
894233,892900,2850,2,3,1408,MULTI_FAMILY,116,Zip_91601,13.70372165,13.70222987,7.955074273,634.1619318
1733883,2130000,6900,3,4,2211,SINGLE_FAMILY,150,Zip_91604,14.36587396,14.57163254,8.839276691,963.3649932
759335,824535,3675,3,2,1809,TOWNHOUSE,150,Zip_91604,13.54019833,13.62257487,8.209308412,455.7960199
1572985,2442000,4635,3,4,1916,SINGLE_FAMILY,180,Zip_90004,14.26848565,14.70832793,8.441391478,1274.530271
2750838,2399000,10000,5,3,2928,SINGLE_FAMILY,133,Zip_90039,14.82741615,14.69056254,9.210340372,819.3306011
1280587,910000,3950,2,3,1590,SINGLE_FAMILY,146,Zip_90068,14.06282912,13.72119988,8.281470858,572.327044
740814,777000,2945,1,2,716,SINGLE_FAMILY,118,Zip_90029,13.51550486,13.56319563,7.987864096,1085.195531
4740451,9405000,35000,6,4,4543,SINGLE_FAMILY,146,Zip_90068,15.37164284,16.05675202,10.46310334,2070.217918
1400836,1400000,2875,3,7,3780,MULTI_FAMILY,155,Zip_90027,14.15257976,14.15198279,7.963807953,370.3703704
1624990,1600000,4500,2,2,1437,SINGLE_FAMILY,180,Zip_90004,14.30101222,14.28551419,8.411832676,1113.430759
1271083,1200000,3779,3,3,2080,SINGLE_FAMILY,133,Zip_90039,14.05537985,13.99783211,8.237214703,576.9230769
1445255,1565000,4000,2,3,1927,SINGLE_FAMILY,180,Zip_90004,14.18379633,14.26339638,8.29404964,812.1432278
1025785,1265000,4500,2,2,1271,SINGLE_FAMILY,146,Zip_90068,13.84096873,14.05058268,8.411832676,995.2793076
957874,840000,3950,2,2,1333,CONDO,146,Zip_90068,13.77247152,13.64115717,8.281470858,630.1575394
3961651,4075000,4912,5,5,4190,SINGLE_FAMILY,133,Zip_90038,15.19217142,15.2203813,8.49943647,972.5536993
2037524,1895000,5829,3,3,2006,SINGLE_FAMILY,180,Zip_90004,14.5272459,14.4547294,8.670600738,944.666002
881377,780000,3150,2,2,1048,SINGLE_FAMILY,180,Zip_90004,13.68924074,13.5670492,8.055157732,744.2748092
1026530,1025000,3200,1,4,2232,SINGLE_FAMILY,180,Zip_90004,13.84169474,13.84020317,8.070906089,459.2293907
1760730,1830000,5859,3,3,2617,SINGLE_FAMILY,146,Zip_90068,14.38123905,14.41982652,8.67573422,699.2739778
1385697,1400000,6200,3,3,1940,SINGLE_FAMILY,146,Zip_90068,14.14171382,14.15198279,8.732304571,721.6494845
1883419,1735000,6000,3,4,1886,SINGLE_FAMILY,146,Zip_90068,14.4485993,14.36651797,8.699514748,919.9363733
1181762,1180000,2592,2,2,1200,SINGLE_FAMILY,146,Zip_90068,13.9825171,13.981025,7.860185057,983.3333333
679012,678000,2550,1,2,870,SINGLE_FAMILY,133,Zip_90039,13.42839408,13.42690257,7.843848638,779.3103448
875286,871000,3500,3,3,1320,TOWNHOUSE,122,Zip_90026,13.68230597,13.67739726,8.160518247,659.8484848
411102,410000,2150,1,1,652,CONDO,133,Zip_90028,12.92659664,12.92391244,7.673223121,628.8343558
741547,740000,3450,3,2,1362,CONDO,133,Zip_90038,13.51649382,13.51440547,8.14612951,543.318649
1693506,2100000,3850,3,3,1637,SINGLE_FAMILY,122,Zip_90026,14.34231149,14.5574479,8.255828427,1282.834453
1871401,1725000,6243,4,4,2602,SINGLE_FAMILY,146,Zip_90068,14.44219791,14.36073761,8.739216115,662.9515757
3715521,3375000,18000,6,5,5500,SINGLE_FAMILY,146,Zip_90068,15.12802947,15.03190588,9.798127037,613.6363636
1878874,2070000,7178,3,3,2675,SINGLE_FAMILY,155,Zip_90027,14.44618322,14.54305917,8.878776072,773.8317757
4170231,4950000,4707,7,5,5500,SINGLE_FAMILY,146,Zip_90068,15.24348199,15.41489813,8.456806041,900
734172,637500,3130,3,2,1507,CONDO,120,Zip_90012,13.50649861,13.36530956,8.048788284,423.0258792
1152246,1100000,4200,2,4,1673,SINGLE_FAMILY,180,Zip_90004,13.95722364,13.91082074,8.342839804,657.5014943
525000,515000,2650,3,3,2160,MANUFACTURED,112,Zip_90732,13.17115354,13.15192218,7.882314919,238.4259259
820338,429000,2704,1,1,669,CONDO,142,Zip_90057,13.61747173,12.9692122,7.902487437,641.2556054
441639,449000,2024,1,0,799,SINGLE_FAMILY,120,Zip_90012,12.99824809,13.01477817,7.61283103,561.9524406
724710,720000,3000,3,2,1438,CONDO,167,Zip_90005,13.49352685,13.48700649,8.006367568,500.6954103
888696,880000,3375,2,3,1540,CONDO,266,Zip_90020,13.6975105,13.68767719,8.124150603,571.4285714
567151,515000,2700,2,2,1112,CONDO,266,Zip_90020,13.24838086,13.15192218,7.901007052,463.1294964
394007,380000,2087,1,1,672,CONDO,266,Zip_90020,12.88412395,12.84792653,7.643482907,565.4761905
475283,475000,1750,1,1,656,CONDO,122,Zip_90026,13.0716657,13.07107008,7.467371067,724.0853659
877697,987000,3300,1,3,1099,SINGLE_FAMILY,113,Zip_90065,13.68505671,13.80242532,8.101677747,898.089172
829062,930000,2854,2,2,1212,SINGLE_FAMILY,122,Zip_90026,13.62805022,13.74293987,7.956476798,767.3267327
856002,785000,3350,1,2,1078,SINGLE_FAMILY,122,Zip_90026,13.66002799,13.573439,8.116715625,728.2003711
661182,660000,2900,2,3,1140,CONDO,110,Zip_90006,13.40178442,13.39999511,7.972466016,578.9473684
839956,845000,3200,2,2,1617,CONDO,167,Zip_90005,13.64110479,13.64709191,8.070906089,522.5726654
543472,542500,2700,2,2,1112,CONDO,266,Zip_90020,13.20573347,13.20394336,7.901007052,487.8597122
653533,650000,2800,2,3,1213,CONDO,120,Zip_90012,13.39014831,13.38472764,7.937374696,535.8615004
726202,739000,2900,1,1,1010,CONDO,157,Zip_90013,13.49558349,13.5130532,7.972466016,731.6831683
483015,490000,2480,2,2,990,CONDO,120,Zip_90031,13.08780299,13.10216067,7.816013839,494.9494949
650970,650000,2650,1,1,830,CONDO,157,Zip_90013,13.38621884,13.38472764,7.882314919,783.1325301
953211,1375000,3650,4,4,2090,SINGLE_FAMILY,110,Zip_90006,13.76759156,14.13396429,8.202482447,657.8947368
851777,850000,3250,3,3,1168,SINGLE_FAMILY,122,Zip_90026,13.65508003,13.65299163,8.086410275,727.739726
548192,542000,2545,2,2,972,CONDO,266,Zip_90020,13.21438087,13.20302128,7.841885929,557.6131687
486990,480000,2030,1,1,720,CONDO,223,Zip_90010,13.09599887,13.08154138,7.615791072,666.6666667
423383,422500,2200,1,1,754,CONDO,138,Zip_90015,12.95603249,12.95394473,7.696212639,560.3448276
470121,469000,2300,1,1,793,CONDO,120,Zip_90012,13.06074539,13.05835805,7.740664402,591.4249685
700498,625000,2700,2,3,1400,SINGLE_FAMILY,224,Zip_90023,13.45954679,13.34550693,7.901007052,446.4285714
460961,460000,2650,1,1,705,CONDO,155,Zip_90063,13.04106872,13.03898177,7.882314919,652.4822695
666390,665000,2300,2,4,1622,MULTI_FAMILY,224,Zip_90023,13.40963036,13.40754232,7.740664402,409.9876695
789390,640000,3200,2,2,1629,CONDO,120,Zip_90012,13.57901577,13.36922346,8.070906089,392.8790669
1111553,1311000,3495,3,3,1412,SINGLE_FAMILY,122,Zip_90026,13.92126869,14.08630076,8.159088655,928.470255
635568,549000,2500,1,1,860,CONDO,138,Zip_90015,13.36227437,13.21585372,7.824046011,638.372093
677083,622000,2995,2,2,1193,CONDO,138,Zip_90015,13.42554914,13.34069537,8.004699511,521.3746857
645399,450000,2204,1,1,890,CONDO,157,Zip_90013,13.37762401,13.01700286,7.69802917,505.6179775
1357950,1353000,2650,2,6,2402,MULTI_FAMILY,122,Zip_90026,14.12148677,14.11783491,7.882314919,563.2805995
530003,515000,2700,1,3,1444,SINGLE_FAMILY,155,Zip_90063,13.18063795,13.15192218,7.901007052,356.6481994
550554,550000,2700,2,3,1295,SINGLE_FAMILY,134,Zip_90033,13.21868032,13.21767356,7.901007052,424.7104247
574133,820000,2650,1,3,1295,SINGLE_FAMILY,155,Zip_90063,13.26061636,13.61705962,7.882314919,633.2046332
596275,725000,2650,1,3,1222,SINGLE_FAMILY,155,Zip_90063,13.29845725,13.49392693,7.882314919,593.289689
414463,425000,2800,1,2,1126,SINGLE_FAMILY,138,Zip_90011,12.93473899,12.95984445,7.937374696,377.4422735
697805,739500,2700,3,3,1301,SINGLE_FAMILY,155,Zip_90063,13.45569497,13.51372956,7.901007052,568.4089162
627287,625000,2300,2,3,1487,SINGLE_FAMILY,224,Zip_90023,13.34915945,13.34550693,7.740664402,420.3093477
478745,477000,2595,2,4,1002,SINGLE_FAMILY,138,Zip_90011,13.07892338,13.07527177,7.861341796,476.0479042
868444,865000,3500,1,1,1300,CONDO,157,Zip_90013,13.67445838,13.67048479,8.160518247,665.3846154
405785,415000,2400,1,2,660,SINGLE_FAMILY,155,Zip_90022,12.91357874,12.9360338,7.783224016,628.7878788
530712,560000,2675,2,3,1455,SINGLE_FAMILY,118,Zip_90255,13.18197478,13.23569206,7.891704659,384.8797251
669820,625000,2700,2,4,1591,SINGLE_FAMILY,375,Zip_90040,13.4147643,13.34550693,7.901007052,392.8346952
569004,560000,2800,1,3,1302,SINGLE_FAMILY,138,Zip_90011,13.25164274,13.23569206,7.937374696,430.1075269
650970,650000,2100,3,5,2000,MULTI_FAMILY,155,Zip_90022,13.38621884,13.38472764,7.649692624,325
464469,463500,2450,3,3,1243,CONDO,118,Zip_90255,13.0486501,13.04656166,7.803843304,372.8881738
448742,421000,2450,1,2,932,SINGLE_FAMILY,96,Zip_90001,13.01420339,12.95038811,7.803843304,451.7167382
802927,800000,2100,3,3,2350,MULTI_FAMILY,118,Zip_90201,13.59601908,13.59236701,7.649692624,340.4255319
870581,849000,3200,1,2,1428,CONDO,163,Zip_90021,13.67691608,13.65181447,8.070906089,594.5378151
452228,450000,2595,1,2,1076,SINGLE_FAMILY,224,Zip_90023,13.02194176,13.01700286,7.861341796,418.2156134
618046,615000,2700,2,3,1620,SINGLE_FAMILY,224,Zip_90023,13.33431817,13.32937755,7.901007052,379.6296296
563681,560000,2450,1,2,992,SINGLE_FAMILY,224,Zip_90023,13.24224377,13.23569206,7.803843304,564.516129
551817,30000,2200,1,0,617,CONDO,163,Zip_90021,13.22097175,10.30895266,7.696212639,48.62236629
907705,42000,3150,1.5,2,1235,CONDO,163,Zip_90021,13.71867471,10.6454249,8.055157732,34.00809717
537007,600000,2500,2,3,1041,SINGLE_FAMILY,224,Zip_90023,13.19376641,13.30468493,7.824046011,576.3688761
433664,430000,2100,2,3,650,SINGLE_FAMILY,138,Zip_90011,12.98002532,12.97154049,7.649692624,661.5384615
603521,595000,2750,2,3,1572,SINGLE_FAMILY,118,Zip_90255,13.31053612,13.29631668,7.919356191,378.4987277
664403,650000,2900,1,3,1667,SINGLE_FAMILY,106,Zip_90047,13.40664417,13.38472764,7.972466016,389.9220156
637212,750000,2995,2,3,1604,SINGLE_FAMILY,118,Zip_90240,13.36485769,13.52782849,8.004699511,467.5810474
639003,660000,2600,2,3,1200,SINGLE_FAMILY,106,Zip_90047,13.36766443,13.39999511,7.863266724,550
499900,499000,2400,2,2,840,SINGLE_FAMILY,108,Zip_90043,13.12216336,13.12036137,7.783224016,594.047619
420099,412000,2500,1,2,1044,SINGLE_FAMILY,118,Zip_90255,12.94824568,12.92877863,7.824046011,394.6360153
756536,760000,3200,2,3,1564,SINGLE_FAMILY,98,Zip_90062,13.5365054,13.54107371,8.070906089,485.9335038
665235,725000,2690,2,2,1125,SINGLE_FAMILY,105,Zip_90032,13.40789564,13.49392693,7.897296473,644.4444444
449647,515000,2300,1,3,1051,SINGLE_FAMILY,99,Zip_90037,13.01621811,13.15192218,7.740664402,490.0095147
1269517,1273000,3595,2,3,1816,SINGLE_FAMILY,111,Zip_90018,14.05414707,14.05688688,8.18729927,700.9911894
631137,620000,3000,2,4,1655,SINGLE_FAMILY,106,Zip_90047,13.35527823,13.33747476,8.006367568,374.6223565
669780,824450,3000,2,4,1502,SINGLE_FAMILY,108,Zip_90043,13.41470458,13.62247178,8.006367568,548.9014647
596500,570000,2700,1,2,1442,SINGLE_FAMILY,155,Zip_90022,13.29883452,13.25339164,7.901007052,395.2843273
1259101,950000,3500,2,4,2542,SINGLE_FAMILY,123,Zip_90019,14.04590853,13.76421726,8.160518247,373.7214792
720503,735000,2850,2,3,1466,SINGLE_FAMILY,115,Zip_90241,13.48770486,13.50762578,7.955074273,501.3642565
882073,871000,3000,2,3,1620,SINGLE_FAMILY,128,Zip_91754,13.6900301,13.67739726,8.006367568,537.654321
515361,515000,2500,1,2,859,SINGLE_FAMILY,120,Zip_90280,13.1526229,13.15192218,7.824046011,599.5343423
663672,630000,2950,2,3,1509,SINGLE_FAMILY,106,Zip_90047,13.40554333,13.3534751,7.989560449,417.4950298
455001,455000,2800,3,3,1571,TOWNHOUSE,120,Zip_90280,13.0280549,13.0280527,7.937374696,289.624443
530316,530000,2900,2,3,1198,SINGLE_FAMILY,96,Zip_90001,13.18122833,13.18063229,7.972466016,442.4040067
593651,612000,2700,3,3,1406,SINGLE_FAMILY,127,Zip_90723,13.29404688,13.32448756,7.901007052,435.2773826
625010,570000,2595,2,3,1274,SINGLE_FAMILY,128,Zip_90605,13.34552293,13.25339164,7.861341796,447.4097331
546879,748000,2650,2,3,1356,SINGLE_FAMILY,110,Zip_90262,13.21198285,13.52515826,7.882314919,551.6224189
511355,520000,2500,1,2,798,SINGLE_FAMILY,110,Zip_90262,13.14481934,13.16158409,7.824046011,651.6290727
878478,877000,2900,3,5,2173,SINGLE_FAMILY,110,Zip_90242,13.68594614,13.68426227,7.972466016,403.5895076
614010,652000,2600,2,3,1213,SINGLE_FAMILY,208,Zip_90670,13.32776649,13.38779984,7.863266724,537.510305
643385,630000,2800,3,3,1590,SINGLE_FAMILY,110,Zip_90660,13.37449858,13.3534751,7.937374696,396.2264151
498656,525000,2200,1,2,776,SINGLE_FAMILY,101,Zip_90650,13.11967176,13.17115354,7.696212639,676.5463918
780554,750000,2800,2,4,1717,SINGLE_FAMILY,107,Zip_90638,13.5677592,13.52782849,7.937374696,436.8083867
431646,465000,2100,2,2,979,CONDO,110,Zip_90242,12.97536109,13.04979268,7.649692624,474.9744637
698585,713500,2800,3,3,2007,SINGLE_FAMILY,208,Zip_90670,13.45681214,13.47793772,7.937374696,355.5057299
605910,637000,2600,3,3,1525,SINGLE_FAMILY,99,Zip_90606,13.31448674,13.36452493,7.863266724,417.704918
608145,640000,3200,4,3,1906,CONDO,109,Zip_90602,13.31816862,13.36922346,8.070906089,335.7817419
467283,495000,2400,1,3,1164,SINGLE_FAMILY,99,Zip_90606,13.05469035,13.11231304,7.783224016,425.257732
474752,450000,2700,2,4,1323,SINGLE_FAMILY,208,Zip_90670,13.07054784,13.01700286,7.901007052,340.1360544
691559,690000,2900,2,3,1322,SINGLE_FAMILY,107,Zip_90638,13.44670375,13.44444688,7.972466016,521.9364599
666947,690000,2900,2,3,1562,SINGLE_FAMILY,108,Zip_90706,13.41046586,13.44444688,7.972466016,441.7413572
552329,552000,2500,2,2,1200,SINGLE_FAMILY,110,Zip_90262,13.22189916,13.22130333,7.824046011,460
606908,595000,2400,2,3,1240,SINGLE_FAMILY,110,Zip_90660,13.31613249,13.29631668,7.783224016,479.8387097
720539,677000,2600,2,3,1632,SINGLE_FAMILY,99,Zip_90606,13.48775482,13.42542655,7.863266724,414.8284314
1001493,1000000,3500,4,4,2736,SINGLE_FAMILY,115,Zip_90241,13.81700244,13.81551056,8.160518247,365.497076
645271,583000,2800,2,3,1357,SINGLE_FAMILY,108,Zip_90706,13.37742566,13.27594247,7.937374696,429.624171
590881,590000,2850,2,3,1778,SINGLE_FAMILY,110,Zip_90262,13.28936992,13.28787782,7.955074273,331.8335208
461749,448000,2750,4,4,1480,TOWNHOUSE,138,Zip_90220,13.04277673,13.01254851,7.919356191,302.7027027
591882,591000,2550,2,3,1082,SINGLE_FAMILY,101,Zip_90604,13.29106257,13.2895713,7.843848638,546.2107209
805386,800000,3100,3,3,2151,SINGLE_FAMILY,107,Zip_90638,13.59907694,13.59236701,8.03915739,371.9200372
459836,480000,2500,1,2,720,SINGLE_FAMILY,125,Zip_90221,13.03862518,13.08154138,7.824046011,666.6666667
545564,539000,2750,2,3,1475,SINGLE_FAMILY,125,Zip_90221,13.2095754,13.19747085,7.919356191,365.4237288
461729,460000,2550,3,3,1373,TOWNHOUSE,101,Zip_90604,13.04273342,13.03898177,7.843848638,335.0327749
701340,700000,2850,2,3,1586,SINGLE_FAMILY,107,Zip_90638,13.46074807,13.45883561,7.955074273,441.3619168
911328,850000,2850,3,5,1865,SINGLE_FAMILY,107,Zip_90638,13.72265816,13.65299163,7.955074273,455.7640751
522426,590000,2550,1,3,1111,SINGLE_FAMILY,113,Zip_90603,13.16623863,13.28787782,7.843848638,531.0531053
405604,405000,2191,2,2,963,CONDO,101,Zip_90650,12.91313259,12.91164235,7.69211334,420.5607477
786172,785000,2700,3,4,1963,SINGLE_FAMILY,107,Zip_90638,13.57493088,13.573439,7.901007052,399.8981151
724666,700000,3100,2,3,1540,SINGLE_FAMILY,111,Zip_90620,13.49346614,13.45883561,8.03915739,454.5454545
348575,340000,2350,1,1,975,CONDO,107,Zip_90638,12.76160869,12.7367009,7.762170607,348.7179487
438218,445000,2275,2,3,1027,CONDO,123,Zip_90631,12.99047178,13.00582956,7.729735331,433.3008763
